Date,Area,Sales,Avg_Price,Med_Price
2001-11-01,C-1,98,"229,956","212,000"
2001-11-01,C-2,19,"346,526","312,000"
2001-11-01,C-3,-,-,-
2001-11-01,C-4,13,"220,500","180,000"
2001-11-01,C-6,1,"210,000","210,000"
2001-11-01,C-7,28,"233,562","215,600"
2001-11-01,C-8,88,"210,907","198,750"
2001-11-01,C-9,6,"258,333","240,000"
2001-11-01,C-10,25,"334,360","253,000"
2001-11-01,C-11,19,"133,147","129,000"
2001-11-01,C-12,2,"449,000","449,000"
2001-11-01,C-13,15,"213,000","202,000"
2001-11-01,C-14,56,"224,361","215,250"
2001-11-01,C-15,34,"238,709","186,500"
