Date,Area,Sales,Avg_Price,Med_Price
2019-2-01,C01,252,"$701,829","$640,500"
2019-2-01,C02,39,"$1,225,206","$980,000"
2019-2-01,C03,10,"$839,700","$742,500"
2019-2-01,C04,13,"$897,308","$849,000"
2019-2-01,C06,14,"$479,993","$470,000"
2019-2-01,C07,34,"$616,321","$602,500"
2019-2-01,C08,117,"$712,384","$635,000"
2019-2-01,C09,7,"$753,611","$750,000"
2019-2-01,C10,25,"$625,532","$605,000"
2019-2-01,C11,16,"$453,069","$383,000"
2019-2-01,C12,7,"$926,400","$915,000"
2019-2-01,C13,27,"$509,171","$500,000"
2019-2-01,C14,49,"$602,295","$543,000"
2019-2-01,C15,51,"$503,010","$470,800"
